_id,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
69ca8ebf82d567a0f78ee545,EZYV12872,Asia,Master's,N,N,3386,1979,West,83256.76,Year,N,Certified
69ca8ebf82d567a0f78ee546,EZYV12873,Asia,Bachelor's,Y,N,4826,2012,West,119603.43,Year,N,Certified
69ca8ebf82d567a0f78ee547,EZYV12874,Asia,High School,Y,N,3420,1948,Northeast,14115.27,Year,Y,Denied
69ca8ebf82d567a0f78ee548,EZYV12875,Asia,Bachelor's,Y,N,207,2001,South,3364.63,Year,Y,Certified
69ca8ebf82d567a0f78ee549,EZYV12876,Asia,Master's,Y,N,4438,2013,South,129547.83,Year,N,Certified
69ca8ebf82d567a0f78ee54a,EZYV12877,Asia,Doctorate,N,N,2035,2013,West,40476.7,Year,Y,Certified
69ca8ebf82d567a0f78ee54b,EZYV12878,Asia,Master's,N,N,1917,2008,Midwest,30765.39,Year,Y,Certified
69ca8ebf82d567a0f78ee54c,EZYV12879,South America,High School,Y,N,1375,1974,South,34399.85,Year,Y,Denied
69ca8ebf82d567a0f78ee54d,EZYV12880,Asia,Doctorate,Y,N,652,1989,Northeast,14900.67,Year,Y,Certified
69ca8ebf82d567a0f78ee54e,EZYV12881,Asia,Bachelor's,N,N,2058,1970,Midwest,100762.85,Year,Y,Certified
69ca8ebf82d567a0f78ee54f,EZYV12882,Asia,Bachelor's,Y,N,4112,1990,West,75155.13,Year,Y,Certified
69ca8ebf82d567a0f78ee550,EZYV12883,Asia,High School,Y,N,3676,2005,South,76422.16,Year,Y,Denied
69ca8ebf82d567a0f78ee551,EZYV12884,Asia,Master's,Y,Y,2648,1996,Midwest,96983.3,Year,Y,Denied
69ca8ebf82d567a0f78ee552,EZYV12885,Asia,Bachelor's,Y,N,1219,2013,South,11963.17,Year,Y,Denied
69ca8ebf82d567a0f78ee553,EZYV12886,Asia,High School,Y,Y,4370,1996,South,99850.6,Year,Y,Denied
69ca8ebf82d567a0f78ee554,EZYV12887,North America,Master's,Y,Y,888,1946,Northeast,55568.47,Year,Y,Certified
69ca8ebf82d567a0f78ee555,EZYV12888,North America,Master's,N,Y,1273,1990,Northeast,635.9458,Hour,Y,Denied
69ca8ebf82d567a0f78ee556,EZYV12889,Asia,Bachelor's,Y,N,3202,2006,Northeast,37950.83,Year,Y,Certified
69ca8ebf82d567a0f78ee557,EZYV12890,Asia,High School,N,N,3525,1984,Midwest,158164.1,Year,Y,Denied
69ca8ebf82d567a0f78ee558,EZYV12891,North America,Bachelor's,N,N,3518,1888,South,232673.86,Year,N,Certified
69ca8ebf82d567a0f78ee559,EZYV12892,North America,Master's,N,N,3314,1968,West,91224.57,Year,Y,Certified
69ca8ebf82d567a0f78ee55a,EZYV12893,Asia,High School,Y,N,1046,2005,West,45272.78,Year,Y,Denied
69ca8ebf82d567a0f78ee55b,EZYV12894,Asia,Bachelor's,Y,N,1232,1996,Northeast,99092.05,Year,Y,Certified
69ca8ebf82d567a0f78ee55c,EZYV12895,Asia,Master's,Y,N,1583,2001,Midwest,23741.69,Year,Y,Certified
69ca8ebf82d567a0f78ee55d,EZYV12896,Asia,Bachelor's,Y,N,2585,1978,Northeast,97862.01,Week,Y,Denied
69ca8ebf82d567a0f78ee55e,EZYV12897,Asia,Master's,Y,N,1418,1998,Midwest,54297.03,Year,Y,Certified
69ca8ebf82d567a0f78ee55f,EZYV12898,Asia,Doctorate,Y,N,1228,1863,Northeast,114775.39,Year,Y,Certified
69ca8ebf82d567a0f78ee560,EZYV12899,Asia,Bachelor's,Y,N,1511,1998,South,147846.17,Year,Y,Denied
69ca8ebf82d567a0f78ee561,EZYV12900,North America,Master's,N,N,5220,1979,West,257966.97,Year,Y,Denied
69ca8ebf82d567a0f78ee562,EZYV12901,North America,Master's,Y,N,4436,2015,West,55022.2,Year,Y,Certified
69ca8ebf82d567a0f78ee563,EZYV12902,Asia,Master's,N,N,2712,2013,Northeast,121382.77,Year,N,Certified
69ca8ebf82d567a0f78ee564,EZYV12903,Europe,Bachelor's,Y,N,2104,2001,Northeast,65245.85,Year,Y,Certified
69ca8ebf82d567a0f78ee565,EZYV12904,Asia,High School,Y,N,1416,1870,South,106771.39,Year,Y,Denied
69ca8ebf82d567a0f78ee566,EZYV12905,Asia,Master's,N,N,265,1986,South,38265.71,Year,Y,Denied
69ca8ebf82d567a0f78ee567,EZYV12906,Asia,Master's,N,N,716,1996,South,190193.19,Year,Y,Denied
69ca8ebf82d567a0f78ee568,EZYV12907,Asia,High School,Y,N,2185,1838,Northeast,233282.32,Year,Y,Denied
69ca8ebf82d567a0f78ee569,EZYV12908,Europe,Bachelor's,Y,N,4640,1985,West,32882.25,Year,Y,Certified
69ca8ebf82d567a0f78ee56a,EZYV12909,Asia,Master's,Y,N,2344,1999,Northeast,46707.61,Year,Y,Certified
69ca8ebf82d567a0f78ee56b,EZYV12910,Asia,High School,Y,N,1281,2000,West,163184.52,Year,N,Denied
69ca8ebf82d567a0f78ee56c,EZYV12911,Asia,High School,Y,N,2603,1998,West,84919.52,Year,Y,Denied
69ca8ebf82d567a0f78ee56d,EZYV12912,Asia,Master's,Y,N,3426,1847,South,70683.05,Year,Y,Certified
69ca8ebf82d567a0f78ee56e,EZYV12913,Asia,High School,N,N,3445,2011,South,105503.97,Year,Y,Denied
69ca8ebf82d567a0f78ee56f,EZYV12914,Asia,High School,Y,N,4114,2004,South,10034.93,Year,Y,Denied
69ca8ebf82d567a0f78ee570,EZYV12915,Asia,Bachelor's,N,Y,19117,1993,South,156006.48,Year,Y,Certified
69ca8ebf82d567a0f78ee571,EZYV12916,Asia,Bachelor's,N,N,449,1960,West,133675.89,Year,Y,Denied
69ca8ebf82d567a0f78ee572,EZYV12917,Asia,Master's,Y,N,563,1908,Midwest,141904.65,Year,Y,Certified
69ca8ebf82d567a0f78ee573,EZYV12918,Asia,Bachelor's,N,N,725,1981,Midwest,149740.13,Year,Y,Certified
69ca8ebf82d567a0f78ee574,EZYV12919,Europe,Bachelor's,Y,N,3112,1980,Northeast,18071.68,Year,Y,Certified
69ca8ebf82d567a0f78ee575,EZYV12920,Asia,Bachelor's,N,N,3889,2001,West,91014.8,Year,Y,Denied
69ca8ebf82d567a0f78ee576,EZYV12921,Asia,Bachelor's,N,N,1537,1997,South,110000.72,Year,Y,Denied
69ca8ebf82d567a0f78ee577,EZYV12922,Asia,Bachelor's,N,N,2834,1978,South,128911.54,Year,Y,Certified
69ca8ebf82d567a0f78ee578,EZYV12923,South America,Doctorate,Y,N,1141,2013,West,278.9787,Hour,Y,Certified
69ca8ebf82d567a0f78ee579,EZYV12924,North America,Master's,Y,N,1610,2004,South,101407.61,Year,N,Certified
69ca8ebf82d567a0f78ee57a,EZYV12925,Asia,Master's,Y,N,2020,1861,Northeast,75874.11,Year,Y,Certified
69ca8ebf82d567a0f78ee57b,EZYV12926,North America,High School,N,N,1579,2005,South,133907.1,Year,Y,Denied
69ca8ebf82d567a0f78ee57c,EZYV12927,North America,Bachelor's,N,N,1224,1997,South,269.8894,Hour,Y,Denied
69ca8ebf82d567a0f78ee57d,EZYV12928,Asia,Bachelor's,N,N,5098,1962,West,41783.08,Year,Y,Certified
69ca8ebf82d567a0f78ee57e,EZYV12929,Asia,Master's,Y,N,2729,1996,Midwest,60716.34,Year,Y,Certified
69ca8ebf82d567a0f78ee57f,EZYV12930,Asia,Master's,Y,N,401,2012,Midwest,225877.49,Year,Y,Certified
69ca8ebf82d567a0f78ee580,EZYV12931,Asia,Bachelor's,N,N,584,1975,South,119263.47,Year,Y,Certified
69ca8ebf82d567a0f78ee581,EZYV12932,Asia,Master's,N,N,919,1905,Midwest,72289.98,Year,N,Denied
69ca8ebf82d567a0f78ee582,EZYV12933,South America,Bachelor's,Y,N,956,1996,South,91261.7,Year,N,Denied
69ca8ebf82d567a0f78ee583,EZYV12934,Asia,High School,Y,N,860,1991,Midwest,105183.97,Year,Y,Denied
69ca8ebf82d567a0f78ee584,EZYV12935,Europe,Master's,N,N,830,1979,Midwest,40971.57,Year,Y,Certified
69ca8ebf82d567a0f78ee585,EZYV12936,Asia,High School,Y,N,2125,1892,West,28227.82,Year,Y,Denied
69ca8ebf82d567a0f78ee586,EZYV12937,Asia,Bachelor's,N,N,2086,2006,Northeast,61897.54,Year,Y,Denied
69ca8ebf82d567a0f78ee587,EZYV12938,Asia,Bachelor's,N,N,1890,1947,West,64324.48,Year,Y,Denied
69ca8ebf82d567a0f78ee588,EZYV12939,Asia,Master's,Y,N,2150,1838,Island,115069.56,Year,N,Certified
69ca8ebf82d567a0f78ee589,EZYV12940,Asia,Master's,N,N,124465,1993,South,698.7048,Hour,Y,Denied
69ca8ebf82d567a0f78ee58a,EZYV12941,North America,Master's,N,N,2221,1968,South,710.9797,Hour,Y,Denied
69ca8ebf82d567a0f78ee58b,EZYV12942,Africa,Master's,Y,N,1729,2008,South,129391.67,Year,Y,Certified
69ca8ebf82d567a0f78ee58c,EZYV12943,North America,Bachelor's,Y,N,3633,2012,South,124270.78,Year,N,Denied
69ca8ebf82d567a0f78ee58d,EZYV12944,Asia,Master's,N,N,2999,1964,Northeast,115338.6,Year,N,Denied
69ca8ebf82d567a0f78ee58e,EZYV12945,Asia,Doctorate,Y,Y,3710,2010,West,4446.27,Year,Y,Certified
69ca8ebf82d567a0f78ee58f,EZYV12946,Asia,Doctorate,Y,Y,2231,2004,Midwest,49671.02,Year,Y,Certified
69ca8ebf82d567a0f78ee590,EZYV12947,North America,Master's,Y,N,193,2003,Northeast,1695.33,Year,Y,Certified
69ca8ebf82d567a0f78ee591,EZYV12948,Asia,Bachelor's,Y,N,764,1960,Midwest,46053.83,Year,Y,Certified
69ca8ebf82d567a0f78ee592,EZYV12949,Asia,Bachelor's,Y,N,2820,1847,West,52152.22,Year,Y,Denied
69ca8ebf82d567a0f78ee593,EZYV12950,Asia,High School,N,N,804,1863,Midwest,117488.78,Year,Y,Denied
69ca8ebf82d567a0f78ee594,EZYV12951,Asia,Master's,Y,N,3920,2005,South,127452.13,Year,Y,Certified
69ca8ebf82d567a0f78ee595,EZYV12952,Europe,Master's,Y,Y,1624,2003,Northeast,59082.94,Year,Y,Certified
69ca8ebf82d567a0f78ee596,EZYV12953,North America,Bachelor's,N,N,4260,1965,Northeast,43174.39,Year,Y,Certified
69ca8ebf82d567a0f78ee597,EZYV12954,Asia,High School,Y,N,1162,1994,Midwest,103061.14,Year,Y,Denied
69ca8ebf82d567a0f78ee598,EZYV12955,Asia,Master's,N,N,3331,2002,Northeast,116.56,Hour,Y,Denied
69ca8ebf82d567a0f78ee599,EZYV12956,Asia,Bachelor's,N,N,1470,2004,Northeast,259461.84,Year,Y,Certified
69ca8ebf82d567a0f78ee59a,EZYV12957,Asia,Master's,Y,N,2467,2005,Midwest,56139.55,Year,Y,Certified
69ca8ebf82d567a0f78ee59b,EZYV12958,Asia,Bachelor's,Y,N,500,1989,Northeast,113418.8,Year,Y,Certified
69ca8ebf82d567a0f78ee59c,EZYV12959,Asia,Bachelor's,Y,N,2408,1916,South,57382.84,Year,Y,Certified
69ca8ebf82d567a0f78ee59d,EZYV12960,Asia,Master's,N,N,1586,2004,West,47246.78,Year,Y,Denied
69ca8ebf82d567a0f78ee59e,EZYV12961,Asia,Doctorate,N,N,2068,2010,South,109100.14,Year,N,Certified
69ca8ebf82d567a0f78ee59f,EZYV12962,Asia,Bachelor's,N,N,4433,1946,Northeast,107268.08,Year,Y,Certified
69ca8ebf82d567a0f78ee5a0,EZYV12963,Asia,Master's,Y,N,3388,1847,South,90920.57,Year,Y,Certified
69ca8ebf82d567a0f78ee5a1,EZYV12964,Asia,High School,Y,N,3054,2001,South,43112.94,Year,Y,Denied
69ca8ebf82d567a0f78ee5a2,EZYV12965,Asia,High School,Y,N,4498,1867,Midwest,39257.01,Year,Y,Denied
69ca8ebf82d567a0f78ee5a3,EZYV12966,North America,Master's,N,N,2041,2006,South,6437.77,Year,N,Denied
69ca8ebf82d567a0f78ee5a4,EZYV12967,North America,Master's,Y,N,1232,2012,West,35014.22,Year,Y,Certified
69ca8ebf82d567a0f78ee5a5,EZYV12968,Asia,High School,Y,N,54,1929,Midwest,78549.95,Year,Y,Denied
69ca8ebf82d567a0f78ee5a6,EZYV12969,Asia,Doctorate,Y,N,3300,1975,South,18203.9,Year,Y,Certified
69ca8ebf82d567a0f78ee5a7,EZYV12970,North America,Bachelor's,N,N,2721,1991,West,12955.69,Year,N,Denied
69ca8ebf82d567a0f78ee5a8,EZYV12971,Asia,Master's,N,N,1802,2016,Northeast,84286.71,Year,N,Denied
69ca8ebf82d567a0f78ee5a9,EZYV12972,Asia,Bachelor's,N,Y,369,2006,South,40068.94,Year,Y,Certified
69ca8ebf82d567a0f78ee5aa,EZYV12973,Asia,Bachelor's,Y,Y,1021,1967,West,45112.14,Year,Y,Certified
69ca8ebf82d567a0f78ee5ab,EZYV12974,Europe,Bachelor's,Y,N,1670,1963,Northeast,89119.86,Year,Y,Denied
69ca8ebf82d567a0f78ee5ac,EZYV12975,Asia,Bachelor's,N,N,1628,2006,West,45179.3,Year,Y,Denied
69ca8ebf82d567a0f78ee5ad,EZYV12976,Europe,Doctorate,Y,N,1190,1972,West,82538.1,Year,Y,Certified
69ca8ebf82d567a0f78ee5ae,EZYV12977,Europe,Master's,N,N,3909,1838,West,43577.33,Year,Y,Certified
69ca8ebf82d567a0f78ee5af,EZYV12978,Asia,Bachelor's,N,N,1524,1928,West,72723.49,Year,Y,Denied
69ca8ebf82d567a0f78ee5b0,EZYV12979,Europe,Doctorate,Y,N,2515,1998,West,79667.83,Year,Y,Certified
69ca8ebf82d567a0f78ee5b1,EZYV12980,Asia,Master's,N,Y,1144,1890,Northeast,8856.51,Year,Y,Certified
69ca8ebf82d567a0f78ee5b2,EZYV12981,Europe,Bachelor's,N,N,4177,2001,Northeast,84129.33,Year,Y,Certified
69ca8ebf82d567a0f78ee5b3,EZYV12982,Asia,High School,Y,N,1953,1964,West,10566.76,Year,Y,Denied
69ca8ebf82d567a0f78ee5b4,EZYV12983,South America,Bachelor's,Y,N,4113,1978,Midwest,177.69,Hour,Y,Certified
69ca8ebf82d567a0f78ee5b5,EZYV12984,Asia,Master's,Y,N,17521,2001,West,126724.78,Year,N,Denied
69ca8ebf82d567a0f78ee5b6,EZYV12985,North America,Master's,Y,N,13917,2007,West,70087.12,Year,Y,Certified
69ca8ebf82d567a0f78ee5b7,EZYV12986,Europe,Doctorate,N,N,438,2005,Midwest,707.13,Year,Y,Certified
69ca8ebf82d567a0f78ee5b8,EZYV12987,North America,Master's,N,N,2626,1911,South,108736.26,Year,N,Certified
69ca8ebf82d567a0f78ee5b9,EZYV12988,North America,Master's,Y,N,716,2003,West,140313.93,Year,N,Certified
69ca8ebf82d567a0f78ee5ba,EZYV12989,Asia,Bachelor's,N,N,1184,2013,West,43843.61,Year,Y,Certified
69ca8ebf82d567a0f78ee5bb,EZYV12990,Asia,Master's,Y,N,4064,1989,South,138005.15,Year,Y,Certified
69ca8ebf82d567a0f78ee5bc,EZYV12991,North America,Master's,N,N,16222,1928,West,174695.96,Year,Y,Certified
69ca8ebf82d567a0f78ee5bd,EZYV12992,Europe,Bachelor's,N,N,3859,1961,West,66223.79,Year,Y,Certified
69ca8ebf82d567a0f78ee5be,EZYV12993,Asia,Bachelor's,Y,N,102,1982,Northeast,245.727,Hour,Y,Denied
69ca8ebf82d567a0f78ee5bf,EZYV12994,Europe,High School,Y,N,3194,1885,Midwest,99.6744,Hour,Y,Denied
69ca8ebf82d567a0f78ee5c0,EZYV12995,Asia,Master's,Y,Y,3251,1975,Northeast,105779.03,Year,Y,Denied
69ca8ebf82d567a0f78ee5c1,EZYV12996,North America,Doctorate,Y,N,1362,2011,Northeast,47605.26,Year,Y,Certified
69ca8ebf82d567a0f78ee5c2,EZYV12997,Asia,Bachelor's,N,N,414,2015,West,896.7473,Hour,Y,Denied
69ca8ebf82d567a0f78ee5c3,EZYV12998,Asia,Master's,N,N,2583,1993,West,63646.96,Year,Y,Denied
69ca8ebf82d567a0f78ee5c4,EZYV12999,Asia,Master's,N,N,642,1998,Northeast,78408.77,Year,Y,Denied
69ca8ebf82d567a0f78ee5c5,EZYV13000,Asia,Bachelor's,Y,N,1567,2009,Northeast,927.6348,Hour,Y,Denied
69ca8ebf82d567a0f78ee5c6,EZYV13001,Asia,Bachelor's,N,N,3752,1977,West,63445.87,Year,Y,Certified
69ca8ebf82d567a0f78ee5c7,EZYV13002,Europe,Doctorate,N,N,963,2010,South,26215.79,Year,Y,Certified
69ca8ebf82d567a0f78ee5c8,EZYV13003,Europe,High School,Y,N,1485,1973,South,12905.43,Year,Y,Denied
69ca8ebf82d567a0f78ee5c9,EZYV13004,Asia,Bachelor's,N,Y,3435,1843,Midwest,84917.76,Year,Y,Denied
69ca8ebf82d567a0f78ee5ca,EZYV13005,Asia,Master's,Y,N,2219,2010,South,91404.59,Year,Y,Certified
69ca8ebf82d567a0f78ee5cb,EZYV13006,Asia,Bachelor's,N,N,1160,2014,Northeast,71034.56,Year,N,Denied
69ca8ebf82d567a0f78ee5cc,EZYV13007,Asia,High School,N,N,3538,2011,South,74187.59,Year,Y,Denied
69ca8ebf82d567a0f78ee5cd,EZYV13008,Europe,Doctorate,Y,N,301,1933,West,62032.26,Year,Y,Certified
69ca8ebf82d567a0f78ee5ce,EZYV13009,Asia,Master's,N,N,1654,1977,South,120023.39,Year,Y,Denied
69ca8ebf82d567a0f78ee5cf,EZYV13010,Asia,Master's,N,N,1361,1989,Midwest,96094.22,Year,Y,Certified
69ca8ebf82d567a0f78ee5d0,EZYV13011,North America,Bachelor's,N,N,2046,2001,Midwest,68925.14,Year,Y,Certified
69ca8ebf82d567a0f78ee5d1,EZYV13012,Europe,Master's,N,N,2467,2008,Northeast,131945.47,Year,N,Certified
69ca8ebf82d567a0f78ee5d2,EZYV13013,Europe,Bachelor's,N,N,5033,2007,Northeast,9662.34,Year,Y,Certified
69ca8ebf82d567a0f78ee5d3,EZYV13014,Europe,Bachelor's,N,N,1031,2013,Northeast,85546.83,Year,Y,Certified
69ca8ebf82d567a0f78ee5d4,EZYV13015,Asia,Master's,N,N,77923,1904,West,120139.85,Year,Y,Certified
69ca8ebf82d567a0f78ee5d5,EZYV13016,Asia,Master's,Y,Y,1336,2004,Northeast,51865.43,Year,Y,Certified
69ca8ebf82d567a0f78ee5d6,EZYV13017,Asia,Master's,Y,N,80,1992,Northeast,88980.92,Year,Y,Certified
69ca8ebf82d567a0f78ee5d7,EZYV13018,Europe,Master's,Y,N,1893,1908,Midwest,41579.85,Year,Y,Certified
69ca8ebf82d567a0f78ee5d8,EZYV13019,Asia,Bachelor's,N,N,1457,2000,South,72648.51,Year,Y,Denied
69ca8ebf82d567a0f78ee5d9,EZYV13020,Asia,Bachelor's,N,N,2610,1902,South,92096.84,Year,Y,Denied
69ca8ebf82d567a0f78ee5da,EZYV13021,Asia,Master's,Y,N,16363,1984,Island,15284.02,Year,Y,Certified
69ca8ebf82d567a0f78ee5db,EZYV13022,Asia,Master's,Y,N,652,1923,West,76979.93,Year,Y,Certified
69ca8ebf82d567a0f78ee5dc,EZYV13023,North America,Doctorate,Y,N,3199,1993,Northeast,15569.23,Year,Y,Certified
69ca8ebf82d567a0f78ee5dd,EZYV13024,North America,Master's,Y,N,111502,2013,South,120899.75,Year,N,Certified
69ca8ebf82d567a0f78ee5de,EZYV13025,Asia,Doctorate,N,N,2398,1987,South,86846.51,Year,Y,Certified
69ca8ebf82d567a0f78ee5df,EZYV13026,Asia,Master's,N,N,656,1979,West,40494.27,Year,N,Certified
69ca8ebf82d567a0f78ee5e0,EZYV13027,Asia,Doctorate,Y,N,947,1946,South,151275.66,Year,Y,Certified
69ca8ebf82d567a0f78ee5e1,EZYV13028,Europe,Bachelor's,N,Y,1908,2001,West,2103.96,Year,Y,Certified
69ca8ebf82d567a0f78ee5e2,EZYV13029,Asia,Bachelor's,N,N,2158,1950,West,128877.33,Year,Y,Denied
69ca8ebf82d567a0f78ee5e3,EZYV13030,Asia,High School,N,N,1628,1929,South,151791.14,Year,Y,Denied
69ca8ebf82d567a0f78ee5e4,EZYV13031,Asia,Bachelor's,N,N,1915,1977,South,102202.7,Year,Y,Certified
69ca8ebf82d567a0f78ee5e5,EZYV13032,Asia,Bachelor's,N,N,60523,1944,West,78230.8,Year,Y,Certified
69ca8ebf82d567a0f78ee5e6,EZYV13033,Asia,Master's,N,N,2469,2005,South,102853.93,Year,Y,Denied
69ca8ebf82d567a0f78ee5e7,EZYV13034,North America,Doctorate,Y,N,2522,2002,Midwest,23.0599,Hour,Y,Certified
69ca8ebf82d567a0f78ee5e8,EZYV13035,Asia,Master's,Y,N,3825,1993,Midwest,108869.01,Year,N,Certified
69ca8ebf82d567a0f78ee5e9,EZYV13036,Asia,Master's,Y,N,2597,1872,South,56619.47,Year,Y,Certified
69ca8ebf82d567a0f78ee5ea,EZYV13037,South America,Master's,Y,Y,917,2006,South,85151.06,Year,Y,Certified
69ca8ebf82d567a0f78ee5eb,EZYV13038,North America,Doctorate,N,N,5038,1997,West,119477.18,Year,Y,Certified
69ca8ebf82d567a0f78ee5ec,EZYV13039,Asia,Master's,Y,N,4894,1978,Midwest,136180.62,Year,Y,Certified
69ca8ebf82d567a0f78ee5ed,EZYV13040,Asia,Bachelor's,Y,N,3242,2013,West,85050.38,Year,Y,Certified
69ca8ebf82d567a0f78ee5ee,EZYV13041,Asia,Bachelor's,Y,Y,1802,1928,South,98646.48,Year,Y,Denied
69ca8ebf82d567a0f78ee5ef,EZYV13042,Asia,Bachelor's,Y,N,1817,2008,Northeast,104054.69,Year,Y,Denied
69ca8ebf82d567a0f78ee5f0,EZYV13043,Asia,Bachelor's,N,N,5210,1976,South,112602.99,Year,N,Denied
69ca8ebf82d567a0f78ee5f1,EZYV13044,North America,Bachelor's,Y,N,1513,1986,Midwest,29894.29,Year,N,Certified
69ca8ebf82d567a0f78ee5f2,EZYV13045,Europe,Bachelor's,N,Y,22576,1909,West,172291.41,Year,N,Denied
69ca8ebf82d567a0f78ee5f3,EZYV13046,Europe,Bachelor's,Y,N,607,1991,Northeast,105260.25,Year,Y,Certified
69ca8ebf82d567a0f78ee5f4,EZYV13047,Asia,Master's,Y,N,3513,2006,Midwest,153235.36,Year,Y,Certified
69ca8ebf82d567a0f78ee5f5,EZYV13048,Asia,Bachelor's,N,N,1525,2002,Northeast,152568.81,Year,N,Denied
69ca8ebf82d567a0f78ee5f6,EZYV13049,Europe,Bachelor's,Y,N,1599,2001,West,163800.18,Year,Y,Denied
69ca8ebf82d567a0f78ee5f7,EZYV13050,North America,Bachelor's,N,N,2647,1959,Northeast,490.1982,Hour,Y,Certified
69ca8ebf82d567a0f78ee5f8,EZYV13051,Asia,Master's,Y,N,4620,1999,Northeast,199705.42,Year,N,Certified
69ca8ebf82d567a0f78ee5f9,EZYV13052,North America,Doctorate,Y,N,91451,2000,Northeast,101740.57,Year,Y,Certified
69ca8ebf82d567a0f78ee5fa,EZYV13053,North America,Bachelor's,Y,N,2544,1979,West,41933.57,Year,Y,Denied
69ca8ebf82d567a0f78ee5fb,EZYV13054,Europe,Bachelor's,N,N,123,2010,Midwest,78447.7,Year,Y,Certified
69ca8ebf82d567a0f78ee5fc,EZYV13055,South America,Master's,Y,N,1680,1999,West,37709.63,Year,Y,Denied
69ca8ebf82d567a0f78ee5fd,EZYV13056,Asia,Doctorate,Y,N,992,1977,South,85173.65,Year,Y,Certified
69ca8ebf82d567a0f78ee5fe,EZYV13057,Europe,Master's,Y,N,1632,1841,South,77155.86,Year,Y,Certified
69ca8ebf82d567a0f78ee5ff,EZYV13058,Asia,Doctorate,Y,N,2683,1982,Northeast,66566.56,Year,Y,Certified
69ca8ebf82d567a0f78ee600,EZYV13059,Asia,Bachelor's,Y,N,2249,2002,Northeast,49179.36,Year,Y,Denied
69ca8ebf82d567a0f78ee601,EZYV13060,Asia,Bachelor's,Y,N,880,1998,South,157.66,Hour,Y,Denied
69ca8ebf82d567a0f78ee602,EZYV13061,North America,Bachelor's,Y,N,2773,1895,Midwest,69828.92,Year,Y,Certified
69ca8ebf82d567a0f78ee603,EZYV13062,Asia,Bachelor's,Y,N,1785,1876,West,56651.12,Year,Y,Denied
69ca8ebf82d567a0f78ee604,EZYV13063,Asia,Bachelor's,N,N,2011,1963,South,72268.53,Year,Y,Certified
69ca8ebf82d567a0f78ee605,EZYV13064,Asia,Bachelor's,N,N,964,1983,Midwest,177367.55,Year,Y,Certified
69ca8ebf82d567a0f78ee606,EZYV13065,Asia,Bachelor's,Y,N,4570,1998,South,16502.53,Year,Y,Certified
69ca8ebf82d567a0f78ee607,EZYV13066,Asia,Master's,Y,N,1238,1999,Northeast,109923.43,Year,Y,Certified
69ca8ebf82d567a0f78ee608,EZYV13067,Asia,Bachelor's,Y,Y,2565,1996,South,100830.21,Year,Y,Certified
69ca8ebf82d567a0f78ee609,EZYV13068,Asia,Master's,N,N,42529,1999,West,29966.84,Year,Y,Denied
69ca8ebf82d567a0f78ee60a,EZYV13069,Europe,Doctorate,N,N,1911,1992,Midwest,18527.01,Year,Y,Certified
69ca8ebf82d567a0f78ee60b,EZYV13070,Asia,Doctorate,Y,N,26503,2007,Northeast,66285.81,Year,Y,Certified
69ca8ebf82d567a0f78ee60c,EZYV13071,Asia,High School,Y,N,6001,2001,Northeast,46693.54,Year,Y,Denied
69ca8ebf82d567a0f78ee60d,EZYV13072,Asia,Bachelor's,Y,N,2642,2000,South,86619.71,Year,Y,Denied
69ca8ebf82d567a0f78ee60e,EZYV13073,Europe,Bachelor's,N,Y,5971,2001,West,67680.11,Year,Y,Certified
69ca8ebf82d567a0f78ee60f,EZYV13074,Asia,High School,Y,N,2090,2001,Midwest,82958.83,Year,Y,Denied
69ca8ebf82d567a0f78ee610,EZYV13075,North America,Master's,N,N,487,1882,Midwest,211819.51,Year,N,Certified
69ca8ebf82d567a0f78ee611,EZYV13076,Europe,Bachelor's,N,N,2408,2008,West,82638.35,Year,Y,Denied
69ca8ebf82d567a0f78ee612,EZYV13077,Asia,Master's,N,N,519,2007,South,123374.86,Year,N,Certified
69ca8ebf82d567a0f78ee613,EZYV13078,North America,Master's,N,N,5778,1999,Northeast,84708.07,Year,N,Certified
69ca8ebf82d567a0f78ee614,EZYV13079,Asia,High School,N,N,207,2001,South,63686.32,Year,Y,Denied
69ca8ebf82d567a0f78ee615,EZYV13080,Asia,Master's,Y,N,581,1989,Northeast,69510.45,Year,Y,Certified
69ca8ebf82d567a0f78ee616,EZYV13081,Europe,Bachelor's,Y,N,900,1999,West,34740.11,Year,Y,Certified
69ca8ebf82d567a0f78ee617,EZYV13082,Asia,Master's,Y,N,142,1848,South,156419.98,Year,Y,Certified
69ca8ebf82d567a0f78ee618,EZYV13083,Asia,Bachelor's,Y,N,2242,1987,South,69246.29,Year,Y,Certified
69ca8ebf82d567a0f78ee619,EZYV13084,Europe,Master's,Y,N,1834,1977,West,1464.13,Year,Y,Certified
69ca8ebf82d567a0f78ee61a,EZYV13085,Asia,Bachelor's,N,N,4820,2004,West,56608.48,Year,Y,Denied
69ca8ebf82d567a0f78ee61b,EZYV13086,Asia,Bachelor's,N,N,1163,2011,South,33282.16,Year,Y,Denied
69ca8ebf82d567a0f78ee61c,EZYV13087,Asia,Doctorate,N,Y,34116,2009,South,142821.19,Year,Y,Certified
69ca8ebf82d567a0f78ee61d,EZYV13088,Asia,Doctorate,N,N,106,1979,Northeast,67655.16,Year,Y,Certified
69ca8ebf82d567a0f78ee61e,EZYV13089,Asia,Doctorate,Y,N,1885,2005,Northeast,85690.49,Year,Y,Certified
